,contact_amenageur,contact_operateur,nom_amenageur,nom_operateur,telephone_operateur,siren_amenageur,raccordement,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,tarification,paiement_autre,paiement_acte,paiement_cb,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,date_mise_en_service,observations,date_maj,cable_t2_attache,num_pdl,latitude,longitude,nom_commune,ville_guess,ville_match,code_postal,ville,ville_normalisee,adresse_upper
413,customerservice@shellrecharge.com,customerservice@shellrecharge.com,Shell Recharge,Shell Recharge,+(33)-(9)-77554349,,,Shell Criquetôt - Le Havre,FRSHEE183,FRSHEE183,Shell Criquetôt - Le Havre,Voirie,"Rue de la Victoire 1914-1918, 76280 Criquetot l’Esneval",00nan,"[0.26538000,49.64421600]",7,FRSHEE1834,FRSHEE1834,22,False,True,False,False,False,False,,,True,True,Accès réservé,False,24/7,Accessibilité inconnue,inconnu,False,2023-08-24,,2025-06-05,False,,49.644216,0.26538,,,False,,,,"RUE DE LA VICTOIRE 1914-1918, 76280 CRIQUETOT L’ESNEVAL"
485,customerservice@shellrecharge.com,customerservice@shellrecharge.com,Shell Recharge,Shell Recharge,+(33)-(9)-77554349,,,Shell AIRE DE VAL-NEUVY,FRSHEE218,FRSHEE218,Shell AIRE DE VAL-NEUVY,Voirie,"AUT A10 AIRE DE VAL NEUVY, 28310 FRESNAY L'EVEQUE",00nan,"[1.85599974,48.27083563]",2,FRSHEE2181,FRSHEE2181,44,False,True,False,False,False,False,,,True,True,Accès réservé,False,24/7,Accessibilité inconnue,inconnu,False,2024-03-12,,2025-06-05,False,,48.27083563,1.85599974,,28310 FRESNAY L'EVEQUE,False,28310,FRESNAY LE EVEQUE,,"AUT A10 AIRE DE VAL NEUVY, 28310 FRESNAY L'EVEQUE"
486,customerservice@shellrecharge.com,customerservice@shellrecharge.com,Shell Recharge,Shell Recharge,+(33)-(9)-77554349,,,Shell AIRE DE VAL-NEUVY,FRSHEE218,FRSHEE218,Shell AIRE DE VAL-NEUVY,Station dédiée à la recharge rapide,"AUT A10 AIRE DE VAL NEUVY, 28310 FRESNAY L'EVEQUE",00nan,"[1.85599974,48.27083563]",2,FRSHEE2182,FRSHEE2182,50,False,False,True,True,False,False,,,True,True,Accès réservé,False,24/7,Accessibilité inconnue,inconnu,False,2024-03-12,,2025-06-05,False,,48.27083563,1.85599974,,28310 FRESNAY L'EVEQUE,False,28310,FRESNAY LE EVEQUE,,"AUT A10 AIRE DE VAL NEUVY, 28310 FRESNAY L'EVEQUE"
532,customerservice@shellrecharge.com,customerservice@shellrecharge.com,Shell Recharge,Shell Recharge,+(33)-(9)-77554349,,,Shell AIRE DES PLAINES DE BEAUCE,FRSHEE217,FRSHEE217,Shell AIRE DES PLAINES DE BEAUCE,Voirie,"AUT A10-AIRE DES PLAINES DE BEAUCE, 28310 FRESNAY L'EVEQUE",00nan,"[1.85562900,48.27528200]",2,FRSHEE2171,FRSHEE2171,44,False,True,False,False,False,False,,,True,True,Accès réservé,False,24/7,Accessibilité inconnue,inconnu,False,2023-12-28,,2025-06-05,False,,48.275282,1.855629,,28310 FRESNAY L'EVEQUE,False,28310,FRESNAY LE EVEQUE,,"AUT A10-AIRE DES PLAINES DE BEAUCE, 28310 FRESNAY L'EVEQUE"
533,customerservice@shellrecharge.com,customerservice@shellrecharge.com,Shell Recharge,Shell Recharge,+(33)-(9)-77554349,,,Shell AIRE DES PLAINES DE BEAUCE,FRSHEE217,FRSHEE217,Shell AIRE DES PLAINES DE BEAUCE,Station dédiée à la recharge rapide,"AUT A10-AIRE DES PLAINES DE BEAUCE, 28310 FRESNAY L'EVEQUE",00nan,"[1.85562900,48.27528200]",2,FRSHEE2172,FRSHEE2172,50,False,False,True,True,False,False,,,True,True,Accès réservé,False,24/7,Accessibilité inconnue,inconnu,False,2023-12-28,,2025-06-05,False,,48.275282,1.855629,,28310 FRESNAY L'EVEQUE,False,28310,FRESNAY LE EVEQUE,,"AUT A10-AIRE DES PLAINES DE BEAUCE, 28310 FRESNAY L'EVEQUE"
1089,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101401,FRIOYE101401,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101401,FRIOYE101401,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1090,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101402,FRIOYE101402,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101402,FRIOYE101402,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1091,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101403,FRIOYE101403,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101403,FRIOYE101403,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1092,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101404,FRIOYE101404,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101404,FRIOYE101404,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1093,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101405,FRIOYE101405,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101405,FRIOYE101405,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1094,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Portes d'Angers Sud,FRIOYE101406,FRIOYE101406,Portes d'Angers Sud,Voirie,"Autoroute A11, 49480 Saint-Sylvain d'Anjou",00nan,"[-0.49106235,47.50032088]",6,FRIOYE101406,FRIOYE101406,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2019-04-26,,2025-06-05,False,,47.50032088,-0.49106235,,49480 SAINT-SYLVAIN D'ANJOU,False,49480,SAINT-SYLVAIN D'ANJOU,,"AUTOROUTE A11, 49480 SAINT-SYLVAIN D'ANJOU"
1173,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459201,FRIOYE459201,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459201,FRIOYE459201,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1174,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459202,FRIOYE459202,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459202,FRIOYE459202,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1175,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459203,FRIOYE459203,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459203,FRIOYE459203,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1176,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459204,FRIOYE459204,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459204,FRIOYE459204,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1177,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459205,FRIOYE459205,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459205,FRIOYE459205,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1178,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Val Neuvy,FRIOYE459206,FRIOYE459206,Val Neuvy,Voirie,"Aire de Val Neuvy, 28310 Fresnay l'éveque",00nan,"[1.85618200,48.27114700]",6,FRIOYE459206,FRIOYE459206,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-05-17,,2025-06-05,False,,48.271147,1.856182,,28310 FRESNAY L'ÉVEQUE,False,28310,FRESNAY LE ÉVEQUE,,"AIRE DE VAL NEUVY, 28310 FRESNAY L'ÉVEQUE"
1229,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413001,FRIOYE413001,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413001,FRIOYE413001,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1230,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413002,FRIOYE413002,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413002,FRIOYE413002,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1231,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413003,FRIOYE413003,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413003,FRIOYE413003,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1232,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413004,FRIOYE413004,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413004,FRIOYE413004,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1233,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413005,FRIOYE413005,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413005,FRIOYE413005,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1234,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413006,FRIOYE413006,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413006,FRIOYE413006,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1235,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413051,FRIOYE413051,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413051,FRIOYE413051,43,False,True,False,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1236,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413052,FRIOYE413052,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413052,FRIOYE413052,50,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1237,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Saint-Rambert Ouest,FRIOYE413053,FRIOYE413053,Saint-Rambert Ouest,Voirie,"Aire de Saint-Rambert-d'Albon Ouest A7, 26140 Saint-Rambert-d'Albon",00nan,"[4.82557100,45.27556300]",9,FRIOYE413053,FRIOYE413053,50,False,False,False,True,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2020-12-18,,2025-06-05,False,,45.275563,4.825571,,26140 SAINT-RAMBERT-D'ALBON,False,26140,SAINT-RAMBERT-D'ALBON,,"AIRE DE SAINT-RAMBERT-D'ALBON OUEST A7, 26140 SAINT-RAMBERT-D'ALBON"
1380,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Clermont l'Hérault,FRIOYE461105,FRIOYE461105,Clermont l'Hérault,Voirie,"Chemin de la Madeleine, 34800 Clermont-l'Hérault",00nan,"[3.43807000,43.62258900]",11,FRIOYE461105,FRIOYE461105,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-08-08,,2025-06-05,False,,43.622589,3.43807,,34800 CLERMONT-L'HÉRAULT,False,34800,CLERMONT-LE HÉRAULT,,"CHEMIN DE LA MADELEINE, 34800 CLERMONT-L'HÉRAULT"
1381,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Clermont l'Hérault,FRIOYE461106,FRIOYE461106,Clermont l'Hérault,Voirie,"Chemin de la Madeleine, 34800 Clermont-l'Hérault",00nan,"[3.43807000,43.62258900]",11,FRIOYE461106,FRIOYE461106,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-08-08,,2025-06-05,False,,43.622589,3.43807,,34800 CLERMONT-L'HÉRAULT,False,34800,CLERMONT-LE HÉRAULT,,"CHEMIN DE LA MADELEINE, 34800 CLERMONT-L'HÉRAULT"
1382,info@ionity.eu,info@ionity.eu,IONITY,IONITY,+(33)-(1)-87210891,,,Clermont l'Hérault,FRIOYE461107,FRIOYE461107,Clermont l'Hérault,Voirie,"Chemin de la Madeleine, 34800 Clermont-l'Hérault",00nan,"[3.43807000,43.62258900]",11,FRIOYE461107,FRIOYE461107,350,False,False,True,False,False,False,,,True,True,Accès libre,False,24/7,Accessibilité inconnue,inconnu,False,2024-08-08,,2025-06-05,False,,43.622589,3.43807,,34800 CLERMONT-L'HÉRAULT,False,34800,CLERMONT-LE HÉRAULT,,"CHEMIN DE LA MADELEINE, 34800 CLERMONT-L'HÉRAULT"
